p_1
p_9
0.722,-0.085,-0.29,-0.574,0.87,-0.155,0.944,-0.832,-0.495,0.102
0.485,0.793,-0.442,0.916,-0.663,-0.477,0.933,-0.463,0.482,0.374
0.236,0.068,0.228,0.51,0.859,-0.276,-0.339,-0.344,-0.873,0.046
0.486,0.759,0.674,-0.02,0.937,0.235,-0.076,-0.781,-0.137,0.152
-0.067,-0.229,0.9,0.689,-0.766,-0.672,-0.639,-0.98,-0.507,0.911
0.358,0.071,0.529,-0.514,0.185,0.305,0.675,-0.788,-0.829,-0.349
0.205,-0.664,-0.712,0.678,0.012,0.815,0.632,0.66,0.085,0.912
-0.302,-0.716,0.767,-0.438,0.429,-0.643,0.139,0.334,0.093,-0.316
-0.247,0.351,-0.276,0.434,0.644,0.758,-0.33,-0.305,0.324,-0.173
-0.565,-0.768,0.757,0.688,-0.022,0.886,0.511,0.065,-0.666,-0.243
p_10
-0.413,-0.544,-0.238,0.064,-0.492,0.018,0.795,-0.15,0.217,0.017
0.2,-0.615,0.322,-0.977,0.81,0.802,0.793,0.836,-0.911,-0.437
0.627,0.008,0.511,0.016,-0.837,0.219,-0.628,0.704,0.822,-0.03
-0.063,0.85,-0.099,-0.48,0.996,-0.251,0.083,0.888,0.311,-0.82
0.684,-0.456,-0.469,-0.839,0.202,0.813,0.198,-0.659,0.09,0.745
-0.455,0.963,0.203,-0.044,0.992,0.216,-0.749,0.417,-0.562,-0.981
0.535,0.342,-0.789,-0.482,0.879,-0.273,0.625,-0.648,0.135,-0.804
0.885,0.813,-0.586,0.719,-0.914,0.469,-0.281,0.937,0.022,-0.349
0.005,0.633,0.897,0.297,-0.941,-0.097,0.419,-0.94,0.379,-0.844
0.686,-0.198,0.445,-0.356,0.382,-0.728,0.848,0.334,0.554,-0.438
