p_1
-0.137,-0.597,-0.697,0.373,0.953,0.944,-0.07,-0.932,-0.523,-0.456
-0.911,-0.556,0.258,0.942,0.729,-0.104,0.206,0.324,-0.552,0.492
-0.495,0.517,-0.946,0.058,-0.079,-0.941,0.064,0.538,0.722,0.948
0.93,-0.593,-0.359,-0.936,-0.534,0.902,0.979,0.084,-0.751,0.795
-0.157,0.801,-0.079,0.288,0.677,-0.606,-0.726,0.803,-0.666,-0.585
0.905,-0.763,0.92,-0.704,-0.227,0.052,0.368,0.683,0.289,-0.512
-0.027,-0.58,-0.47,-0.093,-0.168,-0.425,0.996,-0.018,-0.426,-0.079
p_8
-0.591,-0.717,-0.261,0.422,-0.792,-0.381,-0.626,-0.946,-0.375,0.807
-0.141,-0.385,-0.743,0.67,0.633,0.722,-0.629,0.913,0.269,0.054
0.878,0.613,0.44,-0.88,0.74,-0.245,-0.868,0.663,-0.452,0.425
0.47,0.946,-0.462,0.788,0.081,0.572,-0.277,-0.626,-0.355,-0.488
-0.807,0.577,-0.536,0.864,-0.772,0.292,0.696,0.588,-0.834,0.661
0.321,-0.402,-0.917,-0.848,0.097,0.927,0.713,-0.737,-0.132,-0.91
-0.281,-0.602,0.733,-0.415,-0.604,0.838,-0.829,0.545,-0.642,0.206
-0.565,0.678,0.231,0.846,-0.997,0.749,0.412,-0.244,0.16,0.385
0.519,-0.009,-0.236,0.242,-0.797,-0.567,-0.33,-0.567,0.252,-0.091
-0.593,0.652,0.513,-0.686,0.788,-0.692,-0.841,0.267,-0.281,0.756
p_9
-0.697,0.165,0.95,-0.298,0.289,-0.472,-0.986,0.259,0.089,0.206
0.853,0.903,-0.134,0.827,-0.118,-0.629,-0.265,-0.184,0.404,-0.262
-0.997,-0.099,-0.199,0.918,0.014,-0.081,-0.799,0.119,-0.357,-0.188
-0.871,0.481,0.887,-0.524,0.094,-0.044,0.869,-0.77,0.214,0.648
-0.972,-0.612,-0.664,0.66,-0.768,-0.251,-0.624,0.425,-0.839,0.631
-0.431,0.369,-0.764,-0.624,-0.517,0.692,0.61,-0.735,0.472,0.535
-0.714,0.748,-0.982,0.931,-0.964,0.044,0.321,0.841,0.386,0.625
0.367,0.192,0.811,-0.243,0.801,0.296,-0.148,-0.6,0.109,-0.504
0.503,0.076,0.564,-0.946,-0.259,-0.008,0.936,0.16,1.0,0.624
0.164,0.775,0.187,0.859,0.478,0.284,0.242,-0.541,0.684,-0.199
p_10
-0.928,-0.481,0.158,0.206,0.198,0.466,0.182,-0.33,-0.317,-0.29
0.27,-0.852,0.534,0.734,0.741,-0.112,-0.545,0.072,-0.971,0.31
-0.194,-0.545,-0.603,-0.304,-0.679,-0.837,0.997,-0.983,-0.873,0.626
0.018,0.302,-0.38,-0.426,0.974,-0.005,-0.66,-0.937,-0.353,0.854
0.319,0.758,0.504,0.195,-0.109,-0.866,0.93,-0.075,0.808,0.784
0.984,-0.936,0.379,0.53,0.779,0.016,-0.176,-0.459,-0.772,0.701
0.651,0.585,0.659,-0.739,-0.592,-0.873,0.638,0.901,0.533,0.903
0.567,0.21,0.366,-0.26,0.933,-0.381,0.306,0.211,-0.809,0.846
0.495,-0.96,-0.241,0.61,-0.786,-0.607,0.15,0.286,0.574,-0.64
-0.495,-0.677,-0.405,-0.297,0.334,-0.582,-0.541,-0.565,0.055,0.56
